Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,57.119998931884766,57.40999984741211,56.279998779296875,56.90999984741211,54.03033447265625,8877000
2019-01-02,56.20000076293945,58.0,55.91999816894531,57.400001525878906,54.495540618896484,9896600
2019-01-03,55.95000076293945,56.84000015258789,55.52000045776367,55.70000076293945,52.881561279296875,14422200
2019-01-04,56.5,56.83000183105469,55.209999084472656,56.599998474121094,53.73601531982422,14177300
2019-01-07,56.38999938964844,57.15999984741211,55.95000076293945,56.439998626708984,53.5841064453125,12352000
2019-01-08,56.709999084472656,56.880001068115234,55.61000061035156,55.95000076293945,53.1189079284668,12110000
2019-01-09,56.2599983215332,57.11000061035156,56.13999938964844,56.61000061035156,53.745506286621094,10971000
2019-01-10,56.189998626708984,56.9900016784668,56.099998474121094,56.79999923706055,53.92589569091797,10958200
2019-01-11,56.470001220703125,58.16999816894531,56.33000183105469,57.5,54.590476989746094,12024300
2019-01-14,57.02000045776367,57.650001525878906,56.369998931884766,57.29999923706055,54.400596618652344,9449400
2019-01-15,57.31999969482422,57.400001525878906,55.560001373291016,55.72999954223633,52.91004180908203,17423400
2019-01-16,55.75,56.08000183105469,55.15999984741211,55.27000045776367,52.47331237792969,13856000
2019-01-17,54.970001220703125,55.20000076293945,54.369998931884766,54.77000045776367,51.99861526489258,18365000
2019-01-18,55.38999938964844,55.900001525878906,54.9900016784668,55.27000045776367,52.47331237792969,28020000
2019-01-22,54.970001220703125,54.9900016784668,53.939998626708984,54.290000915527344,51.542903900146484,17867500
2019-01-23,52.91999816894531,53.56999969482422,51.220001220703125,51.77000045776367,49.150421142578125,33788600
2019-01-24,51.95000076293945,51.97999954223633,50.40999984741211,50.810001373291016,48.23899459838867,32782700
2019-01-25,50.93000030517578,52.029998779296875,50.279998779296875,51.29999923706055,48.704200744628906,19516200
2019-01-28,50.31999969482422,51.290000915527344,50.2400016784668,50.63999938964844,48.077598571777344,24457600
2019-01-29,50.4900016784668,50.84000015258789,49.34000015258789,49.400001525878906,46.90034103393555,26266600
2019-01-30,49.68000030517578,50.869998931884766,49.209999084472656,50.16999816894531,47.631378173828125,18124100
2019-01-31,51.20000076293945,51.279998779296875,49.099998474121094,49.52000045776367,47.01426696777344,24736300
2019-02-01,49.58000183105469,50.279998779296875,49.400001525878906,49.61000061035156,47.09971237182617,15533200
2019-02-04,49.709999084472656,49.79999923706055,49.470001220703125,49.689998626708984,47.17566680908203,10880000
2019-02-05,49.72999954223633,51.08000183105469,49.720001220703125,50.72999954223633,48.16304397583008,15454200
2019-02-06,50.939998626708984,51.63999938964844,50.93000030517578,51.099998474121094,48.51431655883789,11052900
2019-02-07,50.83000183105469,51.119998931884766,50.27000045776367,50.54999923706055,47.992149353027344,10623300
2019-02-08,50.2400016784668,50.68000030517578,49.90999984741211,50.290000915527344,47.74530792236328,12461200
2019-02-11,50.54999923706055,51.29999923706055,50.380001068115234,50.83000183105469,48.25798416137695,9971800
2019-02-12,51.29999923706055,52.18000030517578,51.02000045776367,51.65999984741211,49.04598617553711,16637600
2019-02-13,52.0,52.4900016784668,51.560001373291016,51.59000015258789,48.97952651977539,11004000
2019-02-14,51.5,51.77000045776367,51.09000015258789,51.56999969482422,48.960533142089844,17895000
2019-02-15,52.08000183105469,52.36000061035156,51.599998474121094,51.97999954223633,49.34979248046875,12239500
2019-02-19,52.0,52.47999954223633,51.75,52.0099983215332,49.378273010253906,8258400
2019-02-20,52.25,52.91999816894531,52.13999938964844,52.45000076293945,49.79601287841797,12863700
2019-02-21,52.5,52.59000015258789,51.900001525878906,52.349998474121094,49.70106887817383,7826200
2019-02-22,52.689998626708984,53.150001525878906,52.63999938964844,53.119998931884766,50.432106018066406,13394500
2019-02-25,53.779998779296875,53.970001220703125,52.900001525878906,52.9900016784668,50.308685302734375,15341700
2019-02-26,53.08000183105469,53.220001220703125,52.279998779296875,53.029998779296875,50.346656799316406,11366700
2019-02-27,52.95000076293945,53.130001068115234,52.27000045776367,53.040000915527344,50.35615158081055,10426200
2019-02-28,53.0,53.7599983215332,52.709999084472656,53.38999938964844,50.688446044921875,19000200
2019-03-01,54.0,54.400001525878906,53.709999084472656,54.20000076293945,51.45745849609375,12659000
2019-03-04,54.58000183105469,54.70000076293945,53.2599983215332,53.779998779296875,51.0587043762207,14021700
2019-03-05,53.900001525878906,54.22999954223633,53.70000076293945,53.939998626708984,51.21061325073242,10092800
2019-03-06,53.88999938964844,55.459999084472656,53.72999954223633,54.79999923706055,52.63206481933594,20521300
2019-03-07,54.83000183105469,55.04999923706055,53.61000061035156,54.029998779296875,51.89252853393555,13667300
