Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,248.05999755859375,250.27999877929688,246.94000244140625,249.1199951171875,242.87449645996094,3123200
2019-01-02,245.0,246.35000610351562,241.47000122070312,243.49000549316406,237.3856658935547,4063600
2019-01-03,243.47999572753906,243.47999572753906,236.1300048828125,236.85000610351562,230.91209411621094,4623200
2019-01-04,239.8000030517578,243.4600067138672,238.8000030517578,239.6199951171875,233.6126708984375,5367600
2019-01-07,240.39999389648438,241.97999572753906,238.22999572753906,240.0800018310547,234.06114196777344,4133000
2019-01-08,242.3300018310547,244.7899932861328,239.7100067138672,243.2899932861328,237.1906280517578,3618600
2019-01-09,244.75999450683594,246.6300048828125,242.05999755859375,243.63999938964844,237.53187561035156,3425400
2019-01-10,242.0800018310547,245.13999938964844,241.41000366210938,244.8699951171875,238.7310333251953,3374100
2019-01-11,243.4499969482422,247.75999450683594,243.27000427246094,247.6699981689453,241.46084594726562,3967100
2019-01-14,246.58999633789062,249.9199981689453,246.11000061035156,248.05999755859375,241.84107971191406,4955500
2019-01-15,250.0,256.9200134277344,247.0,256.8699951171875,250.43017578125,5325600
2019-01-16,258.7300109863281,262.19000244140625,258.1700134277344,261.4599914550781,254.9051055908203,6069400
2019-01-17,260.989990234375,261.739990234375,257.8900146484375,259.7699890136719,253.25746154785156,3583600
2019-01-18,262.6000061035156,266.260009765625,260.4200134277344,265.5,258.8438415527344,4844800
2019-01-22,264.05999755859375,267.5,263.739990234375,265.69000244140625,259.029052734375,4052700
2019-01-23,267.75,269.4700012207031,263.6700134277344,267.0199890136719,260.3257141113281,2971100
2019-01-24,266.79998779296875,268.1600036621094,264.260009765625,266.1300048828125,259.4580383300781,2927300
2019-01-25,268.79998779296875,270.4100036621094,265.70001220703125,268.04998779296875,261.32989501953125,2809100
2019-01-28,266.8999938964844,266.92999267578125,264.6099853515625,266.7699890136719,260.0820007324219,2837300
2019-01-29,266.0,268.45001220703125,265.44000244140625,267.3399963378906,260.6376953125,2173000
2019-01-30,269.69000244140625,272.44000244140625,267.19000244140625,270.3699951171875,263.59173583984375,3659000
2019-01-31,270.4800109863281,271.739990234375,268.989990234375,270.20001220703125,263.426025390625,4055100
2019-02-01,268.4700012207031,269.3900146484375,266.0299987792969,268.7200012207031,261.983154296875,3946800
2019-02-04,268.30999755859375,268.69000244140625,264.2699890136719,268.2099914550781,261.48590087890625,3398900
2019-02-05,270.1199951171875,272.0899963378906,265.8399963378906,266.30999755859375,259.63348388671875,3597000
2019-02-06,265.1400146484375,269.92999267578125,264.9800109863281,269.5,262.7435302734375,2570000
2019-02-07,268.6400146484375,270.5799865722656,267.260009765625,269.0,262.2560729980469,2458200
2019-02-08,267.5,268.70001220703125,260.32000732421875,261.8999938964844,255.33409118652344,4547000
2019-02-11,261.1700134277344,261.17999267578125,256.3399963378906,257.1400146484375,250.69346618652344,4856200
2019-02-12,259.2200012207031,264.0,256.9200134277344,263.5,256.8939514160156,4327900
2019-02-13,263.5199890136719,266.2900085449219,263.1499938964844,263.79998779296875,257.18646240234375,3066400
2019-02-14,263.239990234375,267.07000732421875,262.7099914550781,265.3299865722656,258.6780700683594,3015300
2019-02-15,267.7900085449219,271.1300048828125,266.6199951171875,271.1300048828125,264.3327331542969,3673700
2019-02-19,271.1700134277344,272.489990234375,269.2799987792969,270.4100036621094,263.6307373046875,2486700
2019-02-20,269.2099914550781,270.5899963378906,268.17999267578125,269.510009765625,262.75335693359375,2802800
2019-02-21,269.4700012207031,269.94000244140625,265.1000061035156,266.3999938964844,259.7213134765625,2554300
2019-02-22,266.5,268.3900146484375,265.95001220703125,267.1099853515625,260.4134216308594,3191100
2019-02-25,267.5799865722656,268.1700134277344,264.3800048828125,264.6000061035156,257.96636962890625,3679100
2019-02-26,264.6600036621094,265.42999267578125,262.79998779296875,262.9800109863281,256.38702392578125,3212900
2019-02-27,261.6099853515625,261.6099853515625,248.94000244140625,250.0800018310547,243.81040954589844,8952900
2019-02-28,249.6999969482422,251.9499969482422,239.14999389648438,242.22000122070312,236.14749145507812,11034300
2019-03-01,243.55999755859375,248.0,243.55999755859375,246.14999389648438,239.97894287109375,6921300
